Vintage,Score,Drink Window,Description,Country,Region,Variety,Vola_Temp,Vola_Rain,Longest_Dry,Longest_Wet,Avg_Rain,Count_above35,Count_under10,Count_under0,Coulure_Wind,June_Rain
2006,91,Drink,"Best are pure, elegant and balanced, with ample flesh and, for some, botrytis character; some are low in acidity and heavy  (See all ratings)",France,Burgundy,Burgundy/White,0.3827276688880554,1.9343055978437007,17.0,7.0,2.0834196891191707,3.0,76.0,12.0,9.765833333333331,99.3
2005,93,Drink or hold,"Concentrated, structured whites, with juicy acidity and ripe fruit flavors; many are enjoyable now, but the best will age. More variable in Chablis  (See all ratings)",France,Burgundy,Burgundy/White,0.3202586176362007,2.7444573910500347,11.0,5.0,1.7792746113989637,1.0,87.0,3.0,10.291515151515153,102.2
2004,90,Drink,"Fresh, structured whites; best are balanced and rich, with mineral character, but some are lean and angular  (See all ratings)",France,Burgundy,Burgundy/White,0.3425168452445059,2.373877690679307,12.0,9.0,1.7703125,0.0,98.0,8.0,11.36818181818182,126.7
2003,87,Drink,"Charming, forward Chardonnays; most wines rich and soft in structure  (See all ratings)",France,Burgundy,Burgundy/White,0.3611714949908546,2.5380870813062937,16.0,7.0,0.9422680412371136,13.0,76.0,12.0,10.221428571428572,62.7
2002,95,Drink,"Full-bodied, ripe and rich in Côte de Beaune and Chablis, with excellent balance between fruit and acidity; fine quality in Mâconnais  (See all ratings)",France,Burgundy,Burgundy/White,0.3121975247681221,2.912567942629486,11.0,8.0,1.669021739130435,0.0,84.0,10.0,11.219791666666666,124.1
2001,89,Drink,"Exotic, forward and elegant in Côte de Beaune; ripe in Mâconnais. Stick with top estates in Chablis  (See all ratings)",France,Burgundy,Burgundy/White,0.3443403182174833,1.8892709878421632,8.0,16.0,2.3910052910052912,0.0,84.0,7.0,10.878999999999998,138.89999999999998
2000,90,Drink,"Elegant, with fine, fresh character stressing mineral terroir  (See all ratings)",France,Burgundy,Burgundy/White,0.3255268325669474,2.2118652077625782,10.0,7.0,1.6210526315789473,0.0,81.0,6.0,11.65982142857143,117.29999999999998
1999,88,Drink,Best are fruity and pleasant. Worst are dilute from huge yields and rain  (See all ratings),France,Burgundy,Burgundy/White,0.3078178210832568,2.2312527988146806,8.0,6.0,2.1321243523316062,0.0,75.0,5.0,11.177659574468086,205.79999999999995
1998,88,Drink,"Delicious, fruity and early-drinking  (See all ratings)",France,Burgundy,Burgundy/White,0.3663159488976741,2.169953313892041,11.0,7.0,1.9414507772020728,4.0,65.0,6.0,13.525,87.89999999999999
1997,88,Drink,Best are pleasant and supple; uneven in Côte d'Or  (See all ratings),France,Burgundy,Burgundy/White,0.3131946608325661,2.3565895905513514,17.0,10.0,2.0345360824742267,0.0,54.0,4.0,13.290909090909093,183.0
1996,95,Drink,"Balanced and still improving; elegant and racy, with clean, well-defined flavors. Cellar or decant  (See all ratings)",France,Burgundy,Burgundy/White,0.3585956817746925,3.055843881357565,16.0,8.0,1.8610169491525423,0.0,67.0,13.0,,196.1
1995,93,Drink,"Rich, thick, generous and concentrated; good aging potential  (See all ratings)",France,Burgundy,Burgundy/White,0.3796528308293202,2.159416177078452,11.0,9.0,2.8812154696132595,0.0,67.0,9.0,,180.30000000000004
1994,87,Past peak,"Soft, honeyed, early-drinking Chardonnays; some past their prime  (See all ratings)",France,Burgundy,Burgundy/White,0.369651166993182,4.6054481769402,8.0,14.0,4.035789473684211,0.0,61.0,2.0,,470.8
1993,82,Past peak,"Austere, lean  (See all ratings)",France,Burgundy,Burgundy/White,0.3114592345681881,2.779617550132267,11.0,8.0,2.506382978723404,0.0,69.0,10.0,,238.6
1992,89,Drink,"Balanced, with great finesse and lovely fruit; best still improving  (See all ratings)",France,Burgundy,Burgundy/White,0.3672404996221446,2.3724463661009265,16.0,19.0,2.2138121546961327,0.0,59.0,4.0,,213.9
1991,85,Past peak,"Fruity, charming  (See all ratings)",France,Burgundy,Burgundy/White,0.3719021597127203,3.5334969111420977,20.0,5.0,1.3327485380116957,0.0,64.0,5.0,,106.8
1990,92,Drink,"Racy, graceful, minerally. Some have peaked  (See all ratings)",France,Burgundy,Burgundy/White,0.3383859176380725,2.956349777495612,19.0,6.0,1.785142857142857,0.0,61.0,2.0,,174.89999999999998
1989,92,Drink,"Rich and opulent. Some taste hot, alcoholic, but best are balanced  (See all ratings)",France,Burgundy,Burgundy/White,0.3311098255443598,2.124833307850611,7.0,57.0,4.285714285714286,0.0,43.0,4.0,,71.4
1988,86,Past peak,Very firm and ungenerous  (See all ratings),France,Burgundy,Burgundy/White,0.2969418895208366,2.3025457016425395,9.0,10.0,2.766917293233082,0.0,58.0,0.0,,164.6
1987,84,Past peak,"Fresh, simple  (See all ratings)",France,Burgundy,Burgundy/White,0.3913903519158095,1.9700858804202883,7.0,21.0,3.064285714285714,0.0,62.0,10.0,,197.8
1986,92,Past peak,"Seductive, opulent and honeyed; now peaking  (See all ratings)",France,Burgundy,Burgundy/White,0.4172538998678372,2.256855579413786,12.0,16.0,2.9092307692307697,1.0,67.0,10.0,,64.4
1985,94,Past peak,"Bold and powerful, yet elegant. Some remain youthful  (See all ratings)",France,Burgundy,Burgundy/White,0.3828997806036188,3.2360541428634564,7.0,11.0,1.7398496240601504,0.0,76.0,10.0,,103.6
1984,78,Past peak,"Light, tart, very simple  (See all ratings)",France,Burgundy,Burgundy/White,0.3963671200707698,2.2951270760167963,10.0,15.0,1.485211267605634,0.0,74.0,18.0,,67.4
2017,84–87,NYR,"A warm spring prompted early budburst, with severe frost in late April reducing the crop; summer was hot and dry, while hail and rain in August spread disease, leading to further yield loss and a rushed harvest, with heterogeneous character among the remaining crop  Deutz Brut Blanc de Blancs Champagne  Top-scoring wines (click for full tasting note):


Moussé Fils Extra Brut Champagne Anecdote Les Deux Lieux-Dits


Vilmart Brut Champagne Grand Cellier d'Or


Deutz Brut Blanc de Blancs Champagne",France,Champagne,Champagne,0.2677006072295704,2.664436492764373,15.0,39.0,1.3846153846153846,0.0,71.0,0.0,13.524453551912568,53.6
2016,93–96,NYR,"Frost, hail, rain, mildew and extreme heat resulted in a reduced crop, with Pinot Noir faring better than Chardonnay  Henriot Brut Chardonnay Champagne L'Inattendue  Top-scoring wines (click for full tasting note):


Pierre Péters Brut Blanc de Blancs Champagne Les Chétillons Cuvée Spéciale


Vilmart Brut Champagne Grand Cellier d'Or


Henriot Brut Chardonnay Champagne L'Inattendue",France,Champagne,Champagne,0.292573082875834,2.788959255385573,12.0,8.0,0.9208333333333332,2.0,66.0,0.0,14.418682795698926,80.30000000000001
2015,94,Drink or hold,"A hot, dry growing season, with some crop reduction, yielded clean, ripe fruit. Pinot Noir and Pinot Meunier excelled, with generous wines of good intensity and balance  Pol Roger Brut Champagne Cuvée Sir Winston Churchill  Top-scoring wines (click for full tasting note):


Louis Roederer Brut Champagne Cristal


Alfred Gratien Brut Champagne Cuvée Paradis


Pol Roger Brut Champagne Cuvée Sir Winston Churchill",France,Champagne,Champagne,0.2537741863035564,2.741869661649269,11.0,10.0,1.587368421052631,1.0,54.0,0.0,14.182795698924734,40.900000000000006
2014,93,Drink or hold,"Cool, rainy conditions through summer led to fair September weather, producing a large crop of fresh, approachable wines  Piper-Heidsieck Brut Rosé Champagne Rare  Top-scoring wines (click for full tasting note):


Louis Roederer Brut Champagne Cristal


Bollinger Brut Champagne La Grande Année


Piper-Heidsieck Brut Rosé Champagne Rare",France,Champagne,Champagne,0.2369256806358814,2.7300640371421867,15.0,8.0,1.9938144329896903,1.0,53.0,0.0,15.459770114942527,140.79999999999998
2013,94,Drink or hold,"A cool spring led to a delayed growing season and a late September harvest, yielding many vibrant and balanced examples that are approachable but with good aging potential; Chardonnay excelled  Louis Roederer Brut Champagne Cristal  Top-scoring wines (click for full tasting note):


Bollinger Brut Champagne La Côte aux Enfants


Louis Roederer Brut Rosé Champagne Cristal


Louis Roederer Brut Champagne Cristal",France,Champagne,Champagne,0.3387262047586577,2.5673209371430423,19.0,8.0,1.361658031088083,0.0,69.0,2.0,15.009677419354835,93.0
2012,95,Drink or hold,"A challenging season, with a miraculous recovery at harvest yielding a small but exceptional crop; ripe and harmonious  Pol Roger Brut Champagne Cuvée Sir Winston Churchill  Top-scoring wines (click for full tasting note):


Bollinger Brut Champagne La Grande Année


Louis Roederer Brut Champagne Cristal


Pol Roger Brut Champagne Cuvée Sir Winston Churchill",France,Champagne,Champagne,0.2630778784746586,2.4617029921422127,14.0,9.0,1.081958762886598,1.0,63.0,0.0,16.203278688524588,105.5
2011,79,Drink,"Approach cautiously; very few houses declared a vintage due to heterogenous fruit at harvest  Philipponnat Extra Brut Champagne Clos des Goisses  Top-scoring wines (click for full tasting note):


Taittinger Brut Rosé Champagne Comtes de Champagne


Deutz Brut Champagne Amour de Deutz


Philipponnat Extra Brut Champagne Clos des Goisses",France,Champagne,Champagne,0.1893791181844016,2.4064221587043666,10.0,6.0,1.0005154639175255,1.0,35.0,0.0,14.769535519125684,37.1
2010,88,Drink,"Limited releases available from this erratic vintage; Chardonnay fared best as mid-August rains led to widespread rot for Pinots  Ruinart Extra Brut Blanc de Blancs Champagne Dom Ruinart  Top-scoring wines (click for full tasting note):


Moët & Chandon Brut Champagne Dom Pérignon


Pierre Péters Brut Blanc de Blancs Champagne Les Chétillons Cuvée Spéciale


Ruinart Extra Brut Blanc de Blancs Champagne Dom Ruinart",France,Champagne,Champagne,0.2738164385158158,2.900755437470202,13.0,9.0,0.9129032258064516,0.0,60.0,2.0,13.90282258064516,59.400000000000006
2009,93,Drink or hold,"A warm season yielded harmonious wines with fine expression; approachable, with good overall quality  Ruinart Brut Rosé Champagne Dom Ruinart  Top-scoring wines (click for full tasting note):


Moët & Chandon Brut Champagne Dom Pérignon


Moët & Chandon Brut Rosé Champagne Dom Pérignon


Ruinart Brut Rosé Champagne Dom Ruinart",France,Champagne,Champagne,0.2534864914064386,2.8506497543855147,33.0,5.0,1.168041237113402,0.0,55.0,0.0,15.039166666666668,93.4
2008,97,Drink or hold,"Vivid, well-structured wines in a classic style, with fine textural finesse; potentially long-lived  (See all ratings)",France,Champagne,Champagne,0.2568399249650976,2.319182896348301,12.0,5.0,1.854639175257732,0.0,55.0,0.0,13.67950819672131,116.7
2007,89,Drink,"Due to the challenging growing season few houses declared this vintage; top producers offer fresh, accessible versions  (See all ratings)",France,Champagne,Champagne,0.2274667903633012,2.672779483411786,12.0,7.0,1.5102702702702702,0.0,38.0,0.0,17.899863387978147,120.4
2006,93,Drink or hold,Well-structured and generous; the best offer fine integration and expression  (See all ratings),France,Champagne,Champagne,0.3012259921332006,2.577825338067547,31.0,18.0,1.6488372093023258,1.0,51.0,2.0,15.7448087431694,40.1
2005,90,Drink,Open-knit and approachable versions capable of short-term cellaring; Chardonnay fared best  (See all ratings),France,Champagne,Champagne,0.2573886042034724,2.97155887812045,25.0,12.0,0.935978835978836,0.0,53.0,0.0,14.852243589743589,41.3
2004,92,Drink or hold,"An abundant harvest; sleek and vibrant in style, particularly for Chardonnay  (See all ratings)",France,Champagne,Champagne,0.2989718678536522,3.109361700608657,11.0,11.0,1.4049382716049383,0.0,61.0,1.0,14.886054421768709,54.3
2003,88,Drink,"Few houses declared this torrid vintage, with little Chardonnay due to April frosts; the best can be sumptuous, but some inconsistency  (See all ratings)",France,Champagne,Champagne,0.2743054106292217,3.255331809286985,16.0,6.0,0.7849673202614379,3.0,39.0,0.0,13.321180555555555,58.1
2002,94,Drink or hold,"The best year since 1996, with complexity and richness backed by firm, lively structures; the finest will repay cellaring  (See all ratings)",France,Champagne,Champagne,0.2227856557092472,1.972181625089484,7.0,93.0,2.593939393939394,0.0,47.0,0.0,16.91238095238095,17.500000000000004
2000,89,Drink or hold,"The top examples are balanced, with vibrant structures and finesse; medium- to full-bodied  (See all ratings)",France,Champagne,Champagne,0.2656893317437482,0.8166622358587103,0.0,194.0,2.775,0.0,48.0,0.0,15.817261904761908,1.0
1999,89,Drink,"Ripe, healthy grapes made generous wines; round and fresh despite low acidity  (See all ratings)",France,Champagne,Champagne,0.2424835217107048,3.019063576335076,13.0,10.0,0.8782608695652174,0.0,37.0,0.0,15.26785714285714,48.1
1998,91,Drink or hold,"Rich, elegant wines, with good balance and intensity  (See all ratings)",France,Champagne,Champagne,0.2374465454396193,3.100997157520056,15.0,21.0,0.4025210084033614,0.0,40.0,0.0,,15.2
1997,87,Drink,"Lean and firm; the best are balanced, but some are tart  (See all ratings)",France,Champagne,Champagne,0.2244464241054963,3.391332273265763,30.0,8.0,0.2921428571428571,0.0,38.0,0.0,,14.6
1996,96,Drink or hold,Ripe and intense; firmly structured and potentially long-lived  (See all ratings),France,Champagne,Champagne,0.2570237089517406,5.045531231350017,23.0,7.0,0.2040268456375839,0.0,45.0,0.0,,14.7
1995,94,Drink or hold,"Rich, generous and balanced; particularly successful for Chardonnay  (See all ratings)",France,Champagne,Champagne,0.2597574224324555,3.656755465377222,16.0,11.0,0.0864285714285714,0.0,38.0,0.0,,3.3
1990,97,Drink or hold,"Big, powerful and full-flavored  (See all ratings)",France,Champagne,Champagne,0.2402831508827788,2.7138333162781256,8.0,15.0,1.0018691588785047,0.0,29.0,0.0,,38.6
2021,89,Drink or hold,"Difficult weather conditions–frosts, heavy rain and hail–resulted in a very challenging year, with volumes down significantly, particularly for the Sauvignon Blanc–based regions of Sancerre and Pouilly-Fumé. Wines that were made are less about ripe, lush fruit than vibrant citrusy and grassy flavors, crisp acidity and lower alcohol levels; reds are also lighter in profile, with crunchy red fruit and savory spice notes",France,Loire,Cabernet Franc,0.3560647430135479,1.920675803013585,8.0,31.0,2.740120274914089,0.0,81.0,15.0,8.717419354838713,214.9416666666666
2020,92,Drink or hold,"As with the past several vintages, 2020 saw a very good growing season, with a wet, late winter and early spring helping to build up water reserves for the exceptionally hot summer. Chenin Blancs, both dry and sweet, look especially promising; Cabernet Francs are ripe but retain freshness; Sauvignon Blancs that weren’t harvested too late show good precision",France,Loire,Cabernet Franc,0.3076221156110398,2.5698700687621807,18.0,13.0,1.7487113402061856,7.0,86.0,10.0,9.480295698924737,130.95000000000002
2019,93,Drink or hold,"The summer heat stressed the vines and lowered the yields, but the fruit left to harvest was of premium quality. Red varieties benefited from the warm weather, with Cabernet Franc delivering ripe but balanced wines. For the whites, both Sauvignon Blanc and Chenin Blanc have naturally high acidities, yielding greater harmony. Not many sweet wines were produced",France,Loire,Cabernet Franc,0.375697959253902,2.34373268316309,14.0,13.0,1.511340206185567,9.0,95.0,10.0,9.674059139784948,107.95
2018,92,Drink or hold,"One of the largest crops of the decade, with favorable weather conditions throughout the year yielding concentrated wines that are a bit lower in acidity than usual. Chenin Blanc and red varieties did very well, while a streak of rain affected areas producing Sauvignon Blanc, causing some disease pressure; very little noble rot, but good ripeness overall",France,Loire,Cabernet Franc,0.3186190809579374,2.10721804619495,15.0,7.0,1.7389175257731957,1.0,69.0,6.0,8.504262295081967,129.55
2017,90,Drink or hold,"A solid follow-up to the 2015 and 2016 duo, with lower yields due to a severe spring frost. The ensuing growing season was relatively dry and warm, running one to two weeks early through harvest, and scattered rains in the second half of July helped to freshen the vines. Whites are pure and precise, reds are fresh and charming",France,Loire,Cabernet Franc,0.3449449000543197,2.190833674541079,21.0,9.0,1.9128865979381444,3.0,87.0,4.0,9.006317204301075,135.15
2016,92,Drink or hold,"A step ahead of 2015 and different in style. A severe spring frost cut the crop by as much as 50 percent. May through July was rainy, but then draught conditions arrived and persisted through the harvest. Luckily temperatures were not too hot, especially through harvest. Wines have fresher acidity than 2015. Very solid vintage, with some exceptional sweet wines",France,Loire,Cabernet Franc,0.3571515348500614,1.7670101359962072,10.0,15.0,2.056701030927835,3.0,76.0,8.0,8.166209677419355,153.35000000000002
2015,90,Drink or hold,"Finally, a solid vintage, easily the best since 2010. Some early spring rains hampered flowering in Sancerre, but growing season was hot and dry. Late-season rains caused thin-skinned varieties such as Gamay to face disease pressures; acidities slightly lower than usual. Cabernet Franc ripened well; Chenin Blanc excelled with both dry and sweet versions",France,Loire,Cabernet Franc,0.3369097711949571,2.376750056792618,15.0,9.0,1.6765463917525774,12.0,77.0,5.0,10.176290322580646,59.7
2014,87,Drink or hold,"Generally gray and rainy midsummer season led to uneven ripening throughout the valley, putting a premium on viticulture; hail hit Vouvray, cutting yields. September was ideal, saving the vintage. Mélon, Cabernet Franc were better-performing grapes; dry Chenin succeeded somewhat, sweet wines much less so",France,Loire,Cabernet Franc,0.2797767146118448,1.8493387917543536,11.0,11.0,2.072680412371134,1.0,83.0,3.0,10.590141242937854,135.75
2013,83,Drink,"Storms early and late hampered flowering and harvest. Hail ravaged Vouvray midseason, though it affected yields more than quality. Overall, another difficult year, putting a premium on viticulture and selection in the winery. Expect scattered success at best",France,Loire,Cabernet Franc,0.3906004395559421,2.204310254455194,14.0,13.0,2.5737113402061853,0.0,93.0,6.0,9.063521505376348,131.95
2012,84,Drink,"A difficult year. April frosts and a cold, rainy weather pattern through July led to lower yields and uneven ripening; an October storm in the western and central part of the valley caused more problems. Sancerre and Pouilly-Fumé relatively spared",France,Loire,Cabernet Franc,0.3108075407605264,1.9845492788796104,12.0,17.0,2.3146907216494848,3.0,75.0,1.0,9.0325,208.1
2011,88,Drink,"Extreme and variable conditions led to a heterogenous harvest as spring was very warm, but the summer very cool and wet. Cabernet Franc able to shrug off some rains, while lighter white varieties more mixed; little botrytis development for sweet wines. Lower yields due to uneven ripening and selection",France,Loire,Cabernet Franc,0.2559264168618895,2.180388629744646,18.0,14.0,2.095876288659794,5.0,80.0,2.0,8.486693548387098,150.54999999999998
2010,90,Drink or hold,"Warm, dry growing season at both ends of the valley, though with pockets of rain around Tours. Wines should be fresher in style than the concentrated 2009s, with brighter acidity; late-harvest Chenins best since 1997",France,Loire,Cabernet Franc,0.3417152829356938,2.3137449182004333,11.0,17.0,2.349484536082474,1.0,88.0,7.0,9.061693548387098,158.20000000000002
2009,91,Drink or hold,"Warm, consistent growing season that benefited all grapes and appellations. Quality tempered by dry conditions that caused some young vines to suffer",France,Loire,Cabernet Franc,0.3077591330877934,2.0632247300701256,11.0,8.0,1.6391752577319587,2.0,77.0,7.0,9.309305555555556,117.95000000000002
2008,87,Drink,"Humid, gray growing season resulted in grapes struggling to ripen throughout the valley. Harvest stretched late in October, saved by an Indian summer; good botrytis development for Chenin Blanc",France,Loire,Cabernet Franc,0.3357273944655435,1.723197452639584,12.0,10.0,3.0103092783505154,0.0,78.0,7.0,8.200409836065573,245.15
2007,83,Past peak,"Inconsistent growing season marked by a cool summer that led to uneven ripening for Cabernet Franc and Sauvignon Blanc. A warm, dry September helped save the vintage for Chenin Blanc; late-harvest dessert wines outstanding",France,Loire,Cabernet Franc,0.3030494116837622,1.801718487171616,12.0,15.0,2.354639175257732,0.0,73.0,4.0,9.87650273224044,213.7
2007,83,Past peak,"Inconsistent growing season marked by a cool summer that led to uneven ripening for Cabernet Franc and Sauvignon Blanc. A warm, dry September helped save the vintage for Chenin Blanc; late-harvest dessert wines outstanding",France,Loire,Cabernet Franc,0.3030494116837622,1.8017184871716156,12.0,15.0,2.354639175257732,0.0,73.0,4.0,9.87650273224044,213.7
2006,84,Past peak,"Rainy season caused some rot problems, though Sauvignon Blancs from eastern end were mostly spared. Many producers reduced yields because of unripe grapes; little or no botrytis for sweet-wine production",France,Loire,Cabernet Franc,0.360509744225115,2.3531952521532014,14.0,13.0,2.477577319587629,3.0,71.0,10.0,10.136944444444444,157.55
2005,92,Drink or hold,"Warm, dry season and ideal weather at harvest; low yields led to concentrated, balanced wines. Reds should age nicely; dessert wines superb",France,Loire,Cabernet Franc,0.3287797782389774,2.887443396568371,13.0,6.0,2.0350515463917525,4.0,76.0,3.0,10.668604651162791,91.8
2004,88,Drink,Cold start followed by a warm summer; some rains at harvesttime. Whites are clean and fresh; reds are light and crisp,France,Loire,Cabernet Franc,0.3360144823019979,2.360183762765069,9.0,12.0,1.9976804123711336,0.0,78.0,4.0,10.466666666666669,54.900000000000006
2003,91,Past peak,"Wild heat wave during growing season produced some ripe, dense reds, but some off-kilter whites; little botrytis in the sweet wines",France,Loire,Cabernet Franc,0.337741583052745,2.338574799408129,20.0,9.0,1.127577319587629,19.0,56.0,6.0,9.922448979591838,79.10000000000001
2002,91,Drink,"Heat during flowering led to a small crop, while ideal September weather produced a superb vintage, with pure, balanced whites and reds",France,Loire,Cabernet Franc,0.2882219888585559,2.1150005485867727,14.0,15.0,2.469329896907216,0.0,75.0,4.0,11.046511627906977,181.2
2021,87,Drink or hold,"Syrah suffered in this cold, rainy vintage. Volume is down due to frost and mildew, and many reds are lean, underripe and diluted. Exceptions include top hillside sites with granite , where some elegant wines were made. By contrast, whites are standouts, marked by high acidity and beautiful freshness supporting ripe fruit  Ferraton Père & Fils Ermitage White Le Reverdy  Top-scoring wines (click for full tasting note):


Alain Voge Cornas Chapelle St.-Pierre


Delas Condrieu La Galopine


Ferraton Père & Fils Ermitage White Le Reverdy",France,Rhône,Rhône/Northern,0.3498350331350131,2.3855448379894697,8.0,15.0,2.754381443298969,0.0,76.0,11.0,9.53032258064516,199.21666666666664
2020,96,Drink or hold,"One of the earliest harvests on record, with cooler nights allowing Syrah to ripen evenly and retain freshness. Despite record-setting heat and drought, the wines show classic elegance and finesse. Silky tannins mean early drinking pleasure, while good acidity and structure mean ageability. A truly great year for both reds and whites  M. Chapoutier Ermitage White de l'Orée  Top-scoring wines (click for full tasting note):


Jean-Louis Chave Hermitage White


M. Chapoutier Ermitage L'Ermite


M. Chapoutier Ermitage White de l'Orée",France,Rhône,Rhône/Northern,0.3004669925164809,2.9690818186182515,19.0,12.0,1.9064432989690725,7.0,68.0,3.0,10.797258064516129,112.4
2019,96,Hold,"Reduced crop due to windy conditions at flowering, hail in Crozes in June and a hot, dry growing season overall, but August rains helped alleviate maturity blockages and harvest was completed under ideal conditions. Reds are very concentrated and defined, with copious fruit; whites are more inconsistent  Delas Hermitage Les Bessards  Top-scoring wines (click for full tasting note):


M. Chapoutier Ermitage L'Ermite


M. Chapoutier Ermitage White de l'Orée


Delas Hermitage Les Bessards",France,Rhône,Rhône/Northern,0.3638548228480776,2.261916509649984,14.0,13.0,1.812113402061856,9.0,79.0,5.0,11.053145161290324,122.5
2019,96,Hold,"Reduced crop due to windy conditions at flowering, hail in Crozes in June and a hot, dry growing season overall, but August rains helped alleviate maturity blockages and harvest was completed under ideal conditions. Reds are very concentrated and defined, with copious fruit; whites are more inconsistent  Delas Hermitage Les Bessards  Top-scoring wines (click for full tasting note):


M. Chapoutier Ermitage L'Ermite


M. Chapoutier Ermitage White de l'Orée


Delas Hermitage Les Bessards",France,Rhône,Rhône/Northern,0.3638548228480776,2.261916509649984,14.0,13.0,1.8121134020618557,9.0,79.0,5.0,11.053145161290324,122.5
2018,92,Drink or hold,"Similar to the south, with an early season marred by wet weather, leading to severe mildew pressure through June. Summer was hot and dry but without heat spikes. Reds are caressing and forward; whites are showy and unctuous  Jean-Louis Chave Hermitage  Top-scoring wines (click for full tasting note):


M. Chapoutier Ermitage White L'Ermite


Georges Vernay Condrieu Coteau de Vernon


Jean-Louis Chave Hermitage",France,Rhône,Rhône/Northern,0.318977364222315,1.926382506440204,18.0,7.0,1.803865979381444,3.0,54.0,3.0,10.137231182795697,153.70000000000005
2018,92,Drink or hold,"Similar to the south, with an early season marred by wet weather, leading to severe mildew pressure through June. Summer was hot and dry but without heat spikes. Reds are caressing and forward; whites are showy and unctuous  Jean-Louis Chave Hermitage  Top-scoring wines (click for full tasting note):


M. Chapoutier Ermitage White L'Ermite


Georges Vernay Condrieu Coteau de Vernon


Jean-Louis Chave Hermitage",France,Rhône,Rhône/Northern,0.318977364222315,1.926382506440204,18.0,7.0,1.8038659793814436,3.0,54.0,3.0,10.137231182795697,153.70000000000005
2017,97,Hold,"The north enjoyed a long, warm and dry season with cool nights and well-timed rains near the end to help finish ripening; no serious weather issues as in the south. Reds are ripe and seductive; whites are juicy and well-detailed  Stéphane Ogier Côte-Rôtie Lancement  Top-scoring wines (click for full tasting note):


M. Chapoutier Ermitage White L'Ermite


Stéphane Ogier Côte-Rôtie La Côte-Blonde


Stéphane Ogier Côte-Rôtie Lancement",France,Rhône,Rhône/Northern,0.3355886752282881,1.8796872264232936,21.0,9.0,1.8512886597938143,3.0,77.0,2.0,10.753763440860215,97.70000000000002
2016,97,Hold,"An admirable follow-up to 2015. A wet spring led to a late-running season; Hermitage was hit by hail in April, reducing the crop, yet hot weather from July through September spurred ripening and an Indian summer persisted through October. Reds are ripe, focused and pure; whites are scintillating, with freshness and purity  Jean-Louis Chave Hermitage White  Top-scoring wines (click for full tasting note):


A. Clape Cornas


Georges Vernay Condrieu Coteau de Vernon


Jean-Louis Chave Hermitage White",France,Rhône,Rhône/Northern,0.3460858326741046,1.5333042261246648,22.0,13.0,2.232989690721649,0.0,64.0,2.0,9.133575268817204,180.15000000000003
2015,99,Hold,"The north’s new benchmark; a vintage marked by heat and drought, but without the downside as nights were cool, maintaining acidity, and rains well-timed for ideal ripening. Reds are rich in both fruit and , with ample but integrated structure; whites are vibrant and pure  A. Clape Cornas  Top-scoring wines (click for full tasting note):


E. Guigal Côte-Rôtie La Landonne


E. Guigal Côte-Rôtie La Turque


A. Clape Cornas",France,Rhône,Rhône/Northern,0.3315195675505965,2.294253018775012,27.0,9.0,2.164690721649485,10.0,64.0,1.0,11.851451612903226,67.3
2014,89,Drink or hold,"An inconsistent year, with rain in June and July leading to disease pressure. Fine weather in August and September yielded excellent results for some growers, while others had more difficulty; reds more heterogenous than whites  E. Guigal Côte-Rôtie La Turque  Top-scoring wines (click for full tasting note):


Jean-Louis Chave Hermitage White


E. Guigal Côte-Rôtie La Landonne


E. Guigal Côte-Rôtie La Turque",France,Rhône,Rhône/Northern,0.2725310611078412,1.7947408243089344,11.0,12.0,2.3012886597938143,1.0,70.0,0.0,12.072203389830507,143.65
2013,91,Drink or hold,"Dry, cool growing season; vintners who picked quickly, ahead of late-season rains, were very successful. Reds are pure, ripe and focused; whites are gorgeously aromatic and lively  M. Chapoutier Ermitage White L'Ermite  Top-scoring wines (click for full tasting note):


E. Guigal Côte-Rôtie La Landonne


E. Guigal Côte-Rôtie La Turque


M. Chapoutier Ermitage White L'Ermite",France,Rhône,Rhône/Northern,0.3860160204660843,1.839394148568288,14.0,13.0,3.143298969072165,0.0,79.0,5.0,10.04266129032258,179.05
2013,91,Drink or hold,"Dry, cool growing season; vintners who picked quickly, ahead of late-season rains, were very successful. Reds are pure, ripe and focused; whites are gorgeously aromatic and lively  M. Chapoutier Ermitage White L'Ermite  Top-scoring wines (click for full tasting note):


E. Guigal Côte-Rôtie La Landonne


E. Guigal Côte-Rôtie La Turque


M. Chapoutier Ermitage White L'Ermite",France,Rhône,Rhône/Northern,0.3860160204660843,1.8393941485682876,14.0,13.0,3.143298969072165,0.0,79.0,5.0,10.04266129032258,179.05
2012,92,Drink or hold,"Similar in profile to the south, with reds marked by solid, ripe fruit and refined, lengthy finishes; the best should age well. Whites also excellent, though not as vivacious as '11. A very consistent year  (See all ratings)",France,Rhône,Rhône/Northern,0.2959970467651207,1.838255315562334,12.0,16.0,2.7793814432989694,3.0,61.0,0.0,9.861249999999997,250.7
2011,92,Drink or hold,"Early, warm start to the growing season, but cool, wet second half. Syrah performed well through harvest, which extended late; more consistent than the south, with many excellent wines  (See all ratings)",France,Rhône,Rhône/Northern,0.2448155066529795,2.082701713228013,17.0,12.0,2.3494845360824743,3.0,58.0,0.0,9.949462365591396,175.04999999999998
